"5,1,1,3,5,1,5",n,"29000,29000,29000,29000,29000,25000,29000","4,2,2,2,2,2"
"5,1,3,4,4,4,5","1,2,5,6,4,3,7","40000,23164,35193,20409,23481,48181,17316","7780,12440,6247,6376,5120,6100,6708",A2K4OJDQPXIU5T,Laptop,25 - 31,Cable network,na,"4,4,4,4,4,4,4"
"5,1,2,1,1,1,1","1,2,5,3,7,4,6","69426,41263,40069,73602,42356,44429,69965","10063,19516,10706,10250,9368,9578,7471",A2R75YFKVALBXE,Laptop,60 and above,WiFi,"Stalls are usually the worst for me, completely lifting me out of the simulation of reality; a little bit of blur I can live with if they don't completely obscure the image. Guidelines are clear, nothing confusing, and the side-by-sides are helpful, especially in distinguishing the more subtle changes in blur.","2,4,5,5,5,5,5"
"5,1,1,1,1,1,1","1,2,6,5,4,3,7","30631,33982,25434,23407,23872,26312,21079","11249,15461,6131,7633,4793,5056,4923",A3ODGLELT1TPX,Desktop,25 - 31,Cable network,play ground in player was video difrent,"2,2,2,2,2,2,2"
"5,1,2,2,1,2,2","1,2,5,3,4,6,7","92846,78932,76479,63159,65651,59510,48837","13352,15035,9496,11973,19741,11619,29611",A1TKGFJSMVR2RP,Laptop,46 - 52,WiFi,Impairments at beginning time are more annoying than the impairment at the end time. I am little confused about my grading because it was very difficult notice the blurr when the videos are not focussed or zoom in. Side by side comparison is somewhat helpful but I prefer to watch full screen.,"2,5,4,4,5,4,4"
"5,1,1,3,4,2,2","1,2,6,4,5,7,3","78231,48805,49102,65549,67105,69644,49740","27382,32549,12912,43468,18265,86327,37737",A3RU8J5I8NMKPD  ,Laptop,32 - 38,Cellular network,NO...GUIDELINE IS NOT CLEAR BECAUSE CONFUSING ON GRADED.,"2,5,4,4,4,4,4"
"5,1,1,1,1,1,1","1,2,3,4,7,6,5","45403,53292,64238,44401,35726,42575,41146","7490,6774,7590,15482,7435,6317,7301",A226S9LUL53Q01,Laptop,25 - 31,WiFi,It was clear. But the impairments were all the same.,"2,4,4,4,4,4,4"
"5,1,2,2,2,2,1","1,2,6,5,4,3,7","84352,58482,88984,48915,68598,70705,86893","17557,54924,12498,23599,37882,30553,20633",A3FYPNNCB7IQ1P,Desktop,25 - 31,Cable network,Stallings are not acceptable in such sports oriented streams/videos as it takes away the excitement.,"2,5,4,4,4,4,5"
"5,1,5,5,5,4,3","1,2,3,7,5,4,6","184256,19057,13288,12012,13107,13822,12724","5189,9345,6394,5455,8735,5563,6157",A20HST24WOFP10,Desktop,18 - 24,WiFi,none,"5,5,5,5,5,5,5"
"5,1,1,1,1,1,1","1,2,7,3,6,5,4","54169,42635,37383,36630,35298,36107,70115","9070,51256,11147,6116,7320,6620,13426",A3U42WL6MGNSAU,Laptop,25 - 31,WiFi,"Pauses were very disruptive. I'm axious when the video pause. Blur is ok. I'm not confuse with the grading. No side by side is confuse, it's better split","2,4,4,4,4,4,4"
"5,1,4,2,3,2,4","1,2,3,5,6,4,7","66872,29154,48237,55314,42032,51149,50126","7850,8700,8751,10077,14942,22832,10972",A3IDRQ3JS6XZZ8,Computador portátil,18 - 24,Wi-fi,Não estou confusa quanto as classificação. As diferenças prejudicam devido ao tempo de paralisação. A comparação lado a lado só foi necessário no primeiro vídeo,"2,5,5,5,5,5,5"
"5,1,3,2,2,2,3","1,2,4,3,7,5,6","68451,44555,43238,48262,42228,43132,44717","10202,9726,4499,6612,4018,5813,4707",AHKOW1B4BF0F2,Laptop,18 - 24,WiFi,The impairments are more annoying if they appear in the middle of the video. The guideline was clear. The side-by-side comparison was very helpful,"2,4,4,4,4,4,4"
"5,1,1,3,3,3,3","1,2,3,4,5,7,6","198698,53270,54854,49770,51140,45686,53873","8690,10692,15527,14650,9992,9603,8051",A1IMRSDQ7RO9US,Laptop,25 - 31,Cable network,i gave the review based on the video quality like blur and stalling.,"2,4,4,4,4,4,4"
"5,1,4,4,4,4,4","1,2,7,3,6,4,5","96170,92027,106819,73834,49985,177302,99494","16968,42873,13839,10027,9346,10440,14859",ACDUS37H0IXDQ,Laptop,32 - 38,WiFi,"I understood the experiment, and the quality of the video really influences the overall experience a lot, but what bothered me most were the pauses and crashes it really is irritating regardless of the quality of the video.","2,4,4,4,4,4,4"
"5,1,4,3,4,3,4","1,2,4,6,3,5,7","132935,59859,87431,92041,103636,59117,125688","36980,25922,13386,19024,19524,12731,7751",A2EARNRMFJOSIY,Laptop,25 - 31,WiFi,side by side comparison helps me more,"2,4,4,4,4,4,4"
"5,1,2,2,4,2,4","1,2,3,7,5,4,6","50973,77456,35138,34239,34789,89350,34513","10049,15463,10035,12147,12253,5513,6815",A8DMLATJZOF4Q,Desktop,25 - 31,WiFi,"Side-by-side reference is a must have for impairments like blur, for stal I think it's not completely necessary. There were some impairments that were mid play, these were very annoying, either live or during replay. There were a couple of them that were during parts where the players were either celebrating the goal or just after the ball goes out of the pitch, these were not that annoying.","2,4,4,4,4,4,4"
"5,1,3,2,4,3,3","1,2,3,5,6,7,4","64234,39037,35708,35942,37148,38348,36176","5773,9262,16386,6331,8439,4191,39885",A397QMUM40C4SH,Desktop,25 - 31,WiFi,"nothing was confusing to me, i watch a lot of video's online so i know what good quality and bad quality looks like.","2,5,4,5,3,5,5"
"5,1,4,4,4,4,5","1,2,4,6,3,5,7","98523,51719,41506,40462,51232,41391,41750","24397,21350,7973,27089,6210,11429,5732",A37M4OVE9R80G,Laptop,25 - 31,WiFi,some times only it was strucked over all not bad,"2,2,4,4,4,4,2"
"5,1,5,1,1,1,1","1,2,3,4,7,6,5","224999,54952,69516,47842,42025,39505,46738","8570,18740,6874,8982,7528,9313,8283",A1D76KWT5QX4RP,Desktop,32 - 38,Cable network,Yeah it was different experience. I really enjoyed it. And the experimental guidelines was clear . I don't get any confusion the grading. The side by side comparison is helps to grade the video and I don't need to look at the reference again. Thank you,"2,4,2,4,5,4,4"
"5,1,3,5,5,5,5","1,2,5,7,6,4,3","99348,80769,49492,43822,138777,46989,71150","25751,12558,7409,7433,10643,6107,39813",A1NN049RUZ4D2K,Laptop,60 and above,WiFi,good,"3,4,3,2,3,2,2"
"5,1,3,4,4,5,4","1,2,7,5,6,3,4","217461,161838,985738,118007,460680,690898,179390","22319,18825,6622,7749,6560,8282,7228",A3K8WQICXRO3F8,Laptop,32 - 38,WiFi,no,"5,5,5,5,5,5,5"
"5,1,4,2,4,3,4","1,2,4,6,7,5,3","195736,65086,18794,66400,18744,44120,19869","10907,33545,6859,11295,6092,6331,6591",A2N2V517FVOBVZ,Laptop,25 - 31,Cable network,good,"5,4,4,4,4,4,4"
"5,1,5,5,5,5,5","1,2,3,4,6,7,5","82428,46176,54701,45277,53868,44266,43589","30359,30282,12766,9266,8192,8020,7757",A32HSV4E6VGE36,Laptop,60 and above,WiFi,good survey,"2,2,2,2,2,2,2"
"5,1,2,3,2,2,3","1,2,3,6,5,7,4","99837,63240,102335,142884,57355,47757,61673","26278,21208,95483,12714,4671,6617,22450",A22TYEGRHFUFQJ,Laptop,25 - 31,WiFi,"the guideline was very clear, the timestamp is very important for example when the player is shooting live is not like on replay, since it is more annoying at crucial moments of the video, side-by-side comparison was not helpful compared to watch the video on a separate view.","2,4,4,4,4,4,4"
"5,1,2,2,2,2,2","1,2,3,6,5,7,4","46586,59962,83563,39121,56192,44357,46395","10341,27102,19257,8562,6561,10137,42457",A24Z3GWWZ8JUTM,Desktop,25 - 31,WiFi,"It was most annoying when it happened in moments of tension (ball in front of enemy goal). Experiment guideline was clear, but i was a bit worried that i missed the blur, because i did not grade any video as blurred. I cross referenced with the test video but could not find any blur.","2,5,4,4,4,4,4"
"5,1,4,3,1,1,4","1,2,3,6,7,4,5","78823,48614,78775,55707,47772,56062,56765","28260,20026,13808,15743,17653,12697,27997",A6KEHDNT925VQ,Desktop,25 - 31,WiFi,The impairments affected me when specific moments of the video that were crucial to watch were spoiled. I did not needed the reference to change my thoughts on the grading. The guidelines were completely clear to me.,"2,4,4,4,4,4,4"
"5,1,2,2,2,1,2","1,2,7,5,4,6,3","61032,38214,46508,71765,74290,72298,44880","12455,12171,4846,5059,6868,5757,5190",AFIK3VBMMX6G6,Laptop,32 - 38,Cable network,"All contained stalls between 2-3.5 seconds. Timing of the stall made a big impact, such as when scoring","2,4,4,4,4,4,4"
"5,1,4,3,3,3,3","1,2,6,3,5,7,4","13556,11945,28228,13105,33769,33415,31419","4626,4308,6987,4730,7129,5772,7148",AAY0F6L5N4TXR,Desktop,18 - 24,WiFi,"instructions were clear, side to side comparisons werent helpful","2,5,2,4,4,4,4"
"5,1,4,4,4,4,4","1,2,6,7,3,4,5","68349,42064,42263,46682,45366,56029,48496","14034,28858,10795,8557,12618,23416,20790",ADSHAJ3Z2YDWS,Desktop,25 - 31,WiFi," I didn't notice much difference, between one video and another, except for less saturation and for a brief pause. Repeat the video, I think it was not necessary. Thank you for participating in the survey.","2,2,2,2,4,2,2"
"5,1,5,1,1,5,1","1,2,4,7,5,6,3","20490,10401,12523,13624,10843,16842,10932","7077,5468,7811,5463,6949,6495,4995",A2D4RMKLUQ6RZA,Laptop,25 - 31,Cable network,IN THE VIDEO REVIED,"2,2,2,2,2,2,2"
